model,epoch,time,cse,type,backbone
light_reg,30,9.88214635848999,144.86183166503906,regression,light
light_reg,31,9.819974899291992,150.37208557128906,regression,light
light_reg,32,9.867519855499268,139.1509552001953,regression,light
light_reg,33,9.798727035522461,141.6383819580078,regression,light
light_reg,34,9.896554946899414,136.80723571777344,regression,light
light_reg,35,9.858398199081421,137.7945098876953,regression,light
light_reg,36,9.818791389465332,136.23338317871094,regression,light
light_reg,37,9.833786725997925,138.9127960205078,regression,light
light_reg,38,9.829137802124023,136.79588317871094,regression,light
light_reg,39,9.855052947998047,137.75125122070312,regression,light
light_reg,40,9.84061336517334,140.19125366210938,regression,light
light_reg,41,9.888633728027344,137.49807739257812,regression,light
light_reg,42,9.827535390853882,137.0441131591797,regression,light
light_reg,43,9.850330591201782,133.7046356201172,regression,light
light_reg,44,9.842410564422607,132.43653869628906,regression,light
light_reg,45,9.836097478866577,134.7177276611328,regression,light
light_reg,46,9.812134742736816,132.97373962402344,regression,light
light_reg,47,9.860465049743652,129.85948181152344,regression,light
light_reg,48,9.862472534179688,137.59030151367188,regression,light
light_reg,49,9.862331867218018,129.09396362304688,regression,light
light_reg,50,9.847428798675537,129.4510955810547,regression,light
light_circle,1,13.512413501739502,178.07940673828125,circle,light
light_circle,2,10.178523778915405,175.60513305664062,circle,light
light_circle,3,10.150334596633911,183.22279357910156,circle,light
light_circle,4,9.956431865692139,184.95010375976562,circle,light
light_circle,5,9.858899593353271,175.1490478515625,circle,light
light_circle,6,9.77694320678711,184.2680206298828,circle,light
light_circle,7,9.818086862564087,182.6891632080078,circle,light
light_circle,8,9.727156400680542,183.87860107421875,circle,light
light_circle,9,9.780680418014526,184.8927459716797,circle,light
light_circle,10,9.735999584197998,182.6798553466797,circle,light
light_circle,11,9.697229862213135,184.09178161621094,circle,light
light_circle,12,9.862542390823364,182.0662078857422,circle,light
light_circle,13,9.697650909423828,182.73687744140625,circle,light
light_multi_circle,1,14.737672805786133,180.17037963867188,multi-circle,light
light_multi_circle,2,10.388253211975098,184.7350311279297,multi-circle,light
light_multi_circle,3,10.235685348510742,184.23794555664062,multi-circle,light
light_multi_circle,4,10.266584157943726,184.9810791015625,multi-circle,light
light_multi_circle,5,10.233544111251831,185.02427673339844,multi-circle,light
light_multi_circle,6,10.261470317840576,184.7764892578125,multi-circle,light
light_multi_circle,7,10.214032888412476,184.63870239257812,multi-circle,light
light_multi_circle,8,10.41303539276123,184.8603973388672,multi-circle,light
light_multi_circle,9,10.439175844192505,185.03482055664062,multi-circle,light
medium_clf24,1,42.66488003730774,177.22999572753906,classification,medium
medium_clf24,2,28.771352529525757,180.8077850341797,classification,medium
medium_clf24,3,28.58933734893799,181.1233367919922,classification,medium
medium_clf24,4,28.65473198890686,117.66999816894531,classification,medium
medium_clf24,5,28.521334648132324,176.59222412109375,classification,medium
medium_clf24,6,28.654515743255615,148.63999938964844,classification,medium
medium_clf24,7,28.52192187309265,113.12555694580078,classification,medium
medium_clf24,8,28.511451959609985,188.3733367919922,classification,medium
medium_clf24,9,28.498917818069458,15.908888816833496,classification,medium
medium_clf24,10,28.50902223587036,37.060001373291016,classification,medium
medium_clf24,11,28.539427280426025,182.8977813720703,classification,medium
medium_clf24,12,28.50294518470764,71.3155517578125,classification,medium
medium_clf24,13,28.48769497871399,86.66777801513672,classification,medium
medium_clf24,14,28.461759328842163,51.36666488647461,classification,medium
medium_clf24,15,28.582282066345215,10.285555839538574,classification,medium
medium_clf24,16,28.727707386016846,76.0088882446289,classification,medium
medium_clf24,17,28.523417234420776,170.8522186279297,classification,medium
medium_clf24,18,28.477376699447632,19.334444046020508,classification,medium
medium_clf24,19,28.507898330688477,41.477779388427734,classification,medium
medium_clf24,20,28.491012811660767,75.82888793945312,classification,medium
medium_clf24,21,28.488431692123413,8.498888969421387,classification,medium
medium_clf24,22,28.51001811027527,26.29111099243164,classification,medium
medium_clf24,23,28.508390188217163,9.760000228881836,classification,medium
medium_clf24,24,28.476716995239258,8.762222290039062,classification,medium
medium_clf24,25,28.498191356658936,9.34666633605957,classification,medium
medium_clf24,26,28.461901903152466,8.288888931274414,classification,medium
medium_clf24,27,28.444424867630005,8.51111125946045,classification,medium
medium_clf24,28,28.521979093551636,8.136666297912598,classification,medium
medium_clf24,29,28.488478899002075,31.162221908569336,classification,medium
medium_clf24,30,28.565496683120728,8.083333015441895,classification,medium
medium_clf24,31,28.51814341545105,8.696666717529297,classification,medium
medium_clf24,32,28.492509841918945,9.337778091430664,classification,medium
medium_clf24,33,28.657994031906128,28.218889236450195,classification,medium
medium_clf24,34,28.508054733276367,87.08444213867188,classification,medium
medium_clf24,35,28.50080680847168,13.006667137145996,classification,medium
medium_clf24,36,28.680713415145874,13.402222633361816,classification,medium
medium_clf24,37,28.636547327041626,10.915555953979492,classification,medium
medium_clf24,38,28.560969591140747,9.625555992126465,classification,medium
medium_clf144,1,33.81644582748413,177.86111450195312,classification,medium
medium_clf144,2,28.707871198654175,174.40611267089844,classification,medium
medium_clf144,3,28.655081272125244,178.13333129882812,classification,medium
medium_clf144,4,28.477776050567627,163.36444091796875,classification,medium
medium_clf144,5,28.477946758270264,82.57221984863281,classification,medium
medium_clf144,6,28.4906747341156,108.82389068603516,classification,medium
medium_clf144,7,28.47972083091736,147.67666625976562,classification,medium
medium_clf144,8,28.50629425048828,153.91610717773438,classification,medium
medium_clf144,9,28.479678869247437,166.3000030517578,classification,medium
medium_clf144,10,28.459871768951416,162.20889282226562,classification,medium
medium_clf144,11,28.442051649093628,133.20111083984375,classification,medium
medium_clf144,12,28.434125423431396,97.2611083984375,classification,medium
medium_clf144,13,28.59120202064514,101.86166381835938,classification,medium
medium_clf720,1,34.13129663467407,182.9088897705078,classification,medium
medium_clf720,2,28.78834843635559,179.12832641601562,classification,medium
medium_clf720,3,28.589170455932617,170.72389221191406,classification,medium
medium_clf720,4,28.612372159957886,180.8538818359375,classification,medium
medium_clf720,5,28.53855586051941,185.5272216796875,classification,medium
medium_clf720,6,28.57804584503174,185.6827850341797,classification,medium
medium_clf720,7,28.524331092834473,100.34666442871094,classification,medium
medium_clf720,8,28.53446340560913,143.76333618164062,classification,medium
medium_clf720,9,28.49708390235901,174.26222229003906,classification,medium
medium_clf720,10,28.564267873764038,156.756103515625,classification,medium
medium_clf720,11,28.528501272201538,107.47389221191406,classification,medium
medium_clf720,12,28.468398332595825,72.89167022705078,classification,medium
medium_clf720,13,28.53430414199829,105.6705551147461,classification,medium
medium_clf720,14,28.553179264068604,109.9161148071289,classification,medium
medium_clf720,15,28.666191816329956,182.93222045898438,classification,medium
medium_clf720,16,28.705464363098145,46.24333190917969,classification,medium
medium_clf720,17,28.4754958152771,94.4366683959961,classification,medium
medium_clf720,18,28.557342052459717,70.50944519042969,classification,medium
medium_clf720,19,28.50710916519165,133.506103515625,classification,medium
medium_clf720,20,28.513019800186157,124.49388885498047,classification,medium
medium_clf720,21,28.490366220474243,50.511112213134766,classification,medium
medium_clf720,22,28.560763359069824,139.6777801513672,classification,medium
medium_clf720,23,28.5232834815979,26.53444480895996,classification,medium
medium_clf720,24,28.515050649642944,81.8933334350586,classification,medium
medium_clf720,25,28.523489236831665,36.58444595336914,classification,medium
medium_clf720,26,28.513235569000244,107.59666442871094,classification,medium
medium_clf720,27,28.485455989837646,37.05888748168945,classification,medium
medium_clf720,28,28.517915964126587,45.34166717529297,classification,medium
medium_clf720,29,28.483875513076782,37.106109619140625,classification,medium
medium_clf720,30,28.648767948150635,64.64944458007812,classification,medium
medium_clf720,31,28.51612091064453,105.12833404541016,classification,medium
medium_clf720,32,28.512308359146118,63.60444259643555,classification,medium
medium_clf720,33,28.572943687438965,19.577777862548828,classification,medium
medium_clf720,34,28.51646065711975,31.483333587646484,classification,medium
medium_clf720,35,28.678587436676025,51.011112213134766,classification,medium
medium_clf720,36,28.493125915527344,23.035554885864258,classification,medium
medium_clf720,37,28.56329607963562,31.532222747802734,classification,medium
medium_clf720,38,28.569737434387207,17.039443969726562,classification,medium
medium_clf720,39,28.555896997451782,79.91555786132812,classification,medium
medium_clf720,40,28.494985103607178,18.684444427490234,classification,medium
medium_clf720,41,28.554862022399902,25.934444427490234,classification,medium
medium_reg,1,33.830225706100464,184.6903533935547,regression,medium
medium_reg,2,28.60842537879944,195.705810546875,regression,medium
medium_reg,3,28.695133447647095,141.312255859375,regression,medium
medium_reg,4,28.678467988967896,171.48728942871094,regression,medium
medium_reg,5,28.68846845626831,182.96243286132812,regression,medium
medium_reg,6,28.603003978729248,178.14918518066406,regression,medium
medium_reg,7,28.652889490127563,154.49478149414062,regression,medium
medium_reg,8,28.540902614593506,73.96504974365234,regression,medium
medium_reg,9,28.509182453155518,180.87535095214844,regression,medium
medium_reg,10,28.459446907043457,155.7048797607422,regression,medium
medium_reg,11,28.46012854576111,83.0054702758789,regression,medium
medium_reg,12,28.500744819641113,194.29489135742188,regression,medium
medium_reg,13,28.466200828552246,97.6866683959961,regression,medium
medium_reg,14,28.42939019203186,76.92305755615234,regression,medium
medium_reg,15,28.49184274673462,51.538818359375,regression,medium
medium_reg,16,28.464402198791504,38.498992919921875,regression,medium
medium_reg,17,28.482439279556274,90.03083038330078,regression,medium
medium_reg,18,28.43108296394348,178.80514526367188,regression,medium
medium_reg,19,28.451354026794434,82.4149169921875,regression,medium
medium_reg,20,28.475027322769165,72.57874298095703,regression,medium
medium_reg,21,28.429047346115112,86.99781036376953,regression,medium
medium_reg,22,28.435595989227295,35.65958786010742,regression,medium
medium_reg,23,28.461010932922363,60.707637786865234,regression,medium
medium_reg,24,28.48547601699829,38.80673599243164,regression,medium
medium_reg,25,28.460145711898804,62.50343704223633,regression,medium
medium_reg,26,28.437820196151733,42.45445251464844,regression,medium
medium_reg,27,28.459856510162354,33.70746994018555,regression,medium
medium_reg,28,28.440636157989502,29.976682662963867,regression,medium
medium_reg,29,28.42965030670166,29.084388732910156,regression,medium
medium_reg,30,28.500426530838013,40.150535583496094,regression,medium
medium_reg,31,28.441685676574707,30.999792098999023,regression,medium
medium_reg,32,28.448999643325806,35.942138671875,regression,medium
medium_reg,33,28.410280227661133,28.732637405395508,regression,medium
medium_reg,34,28.38536548614502,35.781654357910156,regression,medium
medium_reg,35,28.38300657272339,26.636783599853516,regression,medium
medium_reg,36,28.456117868423462,25.465662002563477,regression,medium
medium_reg,37,28.418428421020508,25.263843536376953,regression,medium
medium_reg,38,28.38456106185913,28.566972732543945,regression,medium
medium_reg,39,28.41665029525757,27.473642349243164,regression,medium
medium_reg,40,28.572994232177734,25.264076232910156,regression,medium
medium_reg,41,28.538989305496216,24.996112823486328,regression,medium
medium_reg,42,28.402961492538452,28.507768630981445,regression,medium
medium_reg,43,28.569326639175415,32.29216766357422,regression,medium
medium_reg,44,28.420340061187744,27.720476150512695,regression,medium
medium_reg,45,28.532671213150024,35.643463134765625,regression,medium
medium_reg,46,28.422982215881348,25.08034324645996,regression,medium
medium_reg,47,28.464908599853516,28.431692123413086,regression,medium
medium_reg,48,28.39803647994995,24.566734313964844,regression,medium
medium_reg,49,28.409985303878784,26.225975036621094,regression,medium
medium_reg,50,28.423803091049194,26.074331283569336,regression,medium
medium_circle,1,35.9281280040741,185.08590698242188,circle,medium
medium_circle,2,32.94734716415405,171.98635864257812,circle,medium
medium_circle,3,32.91221213340759,49.52629470825195,circle,medium
medium_circle,4,32.7294397354126,120.99760437011719,circle,medium
medium_circle,5,32.78473234176636,25.75063133239746,circle,medium
medium_circle,6,32.74328565597534,73.18741607666016,circle,medium
medium_circle,7,32.65549278259277,19.231298446655273,circle,medium
medium_circle,8,32.62861108779907,35.92115020751953,circle,medium
medium_circle,9,32.8144793510437,125.26953125,circle,medium
medium_circle,10,32.49671268463135,22.222930908203125,circle,medium
medium_circle,11,32.641106367111206,12.964417457580566,circle,medium
medium_circle,12,32.54018688201904,21.6218318939209,circle,medium
medium_circle,13,32.69680142402649,49.85397720336914,circle,medium
medium_circle,14,32.581753730773926,29.19978904724121,circle,medium
medium_circle,15,32.6779100894928,8.890364646911621,circle,medium
medium_circle,16,32.618328332901,40.76862716674805,circle,medium
medium_circle,17,32.732505798339844,22.436969757080078,circle,medium
medium_circle,18,32.55084300041199,18.145849227905273,circle,medium
medium_circle,19,32.63323974609375,11.742012023925781,circle,medium
medium_circle,20,32.82969260215759,21.108497619628906,circle,medium
medium_circle,21,32.607386350631714,23.196805953979492,circle,medium
medium_circle,22,32.652506828308105,51.00174331665039,circle,medium
medium_circle,23,32.57638669013977,42.3455696105957,circle,medium
medium_multi_circle,1,43.580740451812744,184.75753784179688,multi-circle,medium
medium_multi_circle,2,33.52797532081604,178.959716796875,multi-circle,medium
medium_multi_circle,3,33.22838091850281,133.9285888671875,multi-circle,medium
medium_multi_circle,4,33.102336168289185,172.26451110839844,multi-circle,medium
medium_multi_circle,5,33.15872883796692,85.83995056152344,multi-circle,medium
medium_multi_circle,6,33.248308181762695,171.1534423828125,multi-circle,medium
medium_multi_circle,7,33.00830936431885,78.72657775878906,multi-circle,medium
medium_multi_circle,8,33.063597202301025,117.308349609375,multi-circle,medium
medium_multi_circle,9,33.09641981124878,25.099899291992188,multi-circle,medium
medium_multi_circle,10,33.06710147857666,131.35867309570312,multi-circle,medium
medium_multi_circle,11,33.15028619766235,131.48483276367188,multi-circle,medium
medium_multi_circle,12,33.126901626586914,138.01708984375,multi-circle,medium
medium_multi_circle,13,33.15187859535217,23.016611099243164,multi-circle,medium
medium_multi_circle,14,33.20595908164978,45.42713165283203,multi-circle,medium
medium_multi_circle,15,33.32992219924927,91.99533081054688,multi-circle,medium
medium_multi_circle,16,33.12651443481445,91.62312316894531,multi-circle,medium
medium_multi_circle,17,33.184611558914185,32.06131362915039,multi-circle,medium
medium_multi_circle,18,33.3322651386261,22.963233947753906,multi-circle,medium
medium_multi_circle,19,33.38839316368103,3.039663076400757,multi-circle,medium
medium_multi_circle,20,33.12564015388489,36.019168853759766,multi-circle,medium
medium_multi_circle,21,33.13434839248657,57.76218032836914,multi-circle,medium
medium_multi_circle,22,33.02849578857422,7.161881446838379,multi-circle,medium
medium_multi_circle,23,33.01309299468994,7.6401214599609375,multi-circle,medium
medium_multi_circle,24,33.20171880722046,1.4077558517456055,multi-circle,medium
medium_multi_circle,25,33.07638359069824,30.550304412841797,multi-circle,medium
medium_multi_circle,26,33.05591535568237,2.1974399089813232,multi-circle,medium
medium_multi_circle,27,33.091768980026245,2.3310232162475586,multi-circle,medium
medium_multi_circle,28,33.06496715545654,5.06003999710083,multi-circle,medium
medium_multi_circle,29,33.13560247421265,2.2329964637756348,multi-circle,medium
medium_multi_circle,30,33.254382371902466,2.3106439113616943,multi-circle,medium
medium_multi_circle,31,33.13769340515137,1.3617773056030273,multi-circle,medium
medium_multi_circle,32,33.10253953933716,2.7881526947021484,multi-circle,medium
heavy_clf24,1,110.90683841705322,176.68777465820312,classification,heavy
heavy_clf24,2,72.91272521018982,181.42111206054688,classification,heavy
heavy_clf24,3,72.2475335597992,181.1344451904297,classification,heavy
heavy_clf24,4,72.71820831298828,182.7244415283203,classification,heavy
heavy_clf24,5,71.70518040657043,175.3655548095703,classification,heavy
heavy_clf24,6,72.75801157951355,178.08888244628906,classification,heavy
heavy_clf24,7,72.02839303016663,183.29444885253906,classification,heavy
heavy_clf24,8,71.88949418067932,183.29444885253906,classification,heavy
heavy_clf24,9,71.33229088783264,183.29444885253906,classification,heavy
heavy_clf24,10,71.81093120574951,183.29444885253906,classification,heavy
heavy_clf144,1,84.97725939750671,178.8572235107422,classification,heavy
heavy_clf144,2,74.24438524246216,182.67999267578125,classification,heavy
heavy_clf144,3,73.64683055877686,183.2949981689453,classification,heavy
heavy_clf144,4,72.6443362236023,183.44944763183594,classification,heavy
heavy_clf144,5,72.4476912021637,183.71665954589844,classification,heavy
heavy_clf144,6,72.73507595062256,183.71665954589844,classification,heavy
heavy_clf144,7,71.8371217250824,183.71665954589844,classification,heavy
heavy_clf144,8,71.86373519897461,183.71665954589844,classification,heavy
heavy_clf144,9,72.27928733825684,183.71665954589844,classification,heavy
heavy_clf144,10,72.0939109325409,183.71665954589844,classification,heavy
heavy_clf144,11,72.0074610710144,183.71665954589844,classification,heavy
heavy_clf720,1,85.49494075775146,176.8138885498047,classification,heavy
heavy_clf720,2,74.08182430267334,183.5094451904297,classification,heavy
heavy_clf720,3,73.26022505760193,183.56333923339844,classification,heavy
heavy_clf720,4,72.142906665802,183.92832946777344,classification,heavy
heavy_clf720,5,72.16968488693237,183.9788818359375,classification,heavy
heavy_clf720,6,72.98442053794861,182.59056091308594,classification,heavy
heavy_clf720,7,71.90727353096008,183.92832946777344,classification,heavy
heavy_clf720,8,71.6417601108551,183.92832946777344,classification,heavy
heavy_clf720,9,71.55856013298035,183.92832946777344,classification,heavy
heavy_clf720,10,71.48631024360657,183.92832946777344,classification,heavy
heavy_reg,1,79.39115476608276,177.93576049804688,regression,heavy
heavy_reg,2,67.11561179161072,179.26321411132812,regression,heavy
heavy_reg,3,66.92611718177795,177.1209259033203,regression,heavy
heavy_reg,4,66.85811877250671,182.02532958984375,regression,heavy
heavy_reg,5,66.70392394065857,182.7628173828125,regression,heavy
heavy_reg,6,66.6803982257843,86.02970123291016,regression,heavy
heavy_reg,7,66.64248871803284,130.6656494140625,regression,heavy
heavy_reg,8,66.64411997795105,83.982177734375,regression,heavy
heavy_reg,9,66.62864637374878,221.5626220703125,regression,heavy
heavy_reg,10,66.60206031799316,126.53890991210938,regression,heavy
heavy_reg,11,66.61795210838318,161.43263244628906,regression,heavy
heavy_reg,12,66.67612051963806,70.79802703857422,regression,heavy
heavy_reg,13,66.60826063156128,159.3365936279297,regression,heavy
heavy_reg,14,66.75245499610901,170.78292846679688,regression,heavy
heavy_reg,15,66.70970273017883,141.68861389160156,regression,heavy
heavy_reg,16,66.58647894859314,163.8466033935547,regression,heavy
heavy_reg,17,66.62255001068115,28.981048583984375,regression,heavy
heavy_reg,18,66.62376379966736,80.33969116210938,regression,heavy
heavy_reg,19,66.57147216796875,131.3413543701172,regression,heavy
heavy_reg,20,66.58226346969604,68.98199462890625,regression,heavy
heavy_reg,21,66.60067772865295,43.04139709472656,regression,heavy
heavy_reg,22,66.54252672195435,60.01988220214844,regression,heavy
heavy_reg,23,66.52613806724548,61.26004409790039,regression,heavy
heavy_reg,24,66.51576399803162,76.9151840209961,regression,heavy
heavy_reg,25,66.53259515762329,17.067251205444336,regression,heavy
heavy_reg,26,66.68632674217224,55.206851959228516,regression,heavy
heavy_reg,27,66.52729368209839,37.83779525756836,regression,heavy
heavy_reg,28,66.51030898094177,22.349355697631836,regression,heavy
heavy_reg,29,66.50270676612854,83.14995574951172,regression,heavy
heavy_reg,30,66.67353773117065,21.309371948242188,regression,heavy
heavy_reg,31,66.66217947006226,13.69486141204834,regression,heavy
heavy_reg,32,66.70748782157898,44.17798614501953,regression,heavy
heavy_reg,33,66.69644021987915,50.724029541015625,regression,heavy
heavy_reg,34,66.59290385246277,12.998747825622559,regression,heavy
heavy_reg,35,66.52682733535767,18.25667381286621,regression,heavy
heavy_reg,36,66.46203947067261,53.02799987792969,regression,heavy
heavy_reg,37,66.57545495033264,15.859288215637207,regression,heavy
heavy_reg,38,66.49956345558167,14.436671257019043,regression,heavy
heavy_reg,39,66.52299046516418,12.32214641571045,regression,heavy
heavy_reg,40,66.52219223976135,16.06456184387207,regression,heavy
heavy_reg,41,66.53520369529724,35.78722381591797,regression,heavy
heavy_reg,42,66.52327609062195,14.841846466064453,regression,heavy
heavy_reg,43,66.50630736351013,13.996744155883789,regression,heavy
heavy_reg,44,66.5607099533081,15.764253616333008,regression,heavy
heavy_reg,45,66.5882978439331,12.666291236877441,regression,heavy
heavy_reg,46,66.57953667640686,12.375360488891602,regression,heavy
heavy_reg,47,66.51608896255493,13.88757610321045,regression,heavy
heavy_reg,48,66.55145859718323,13.94045352935791,regression,heavy
heavy_reg,49,66.58161330223083,12.246313095092773,regression,heavy
heavy_reg,50,66.56706714630127,12.272821426391602,regression,heavy
heavy_circle,1,72.37591981887817,184.29249572753906,circle,heavy
heavy_circle,2,66.71039247512817,177.5559844970703,circle,heavy
heavy_circle,3,66.68936109542847,179.37225341796875,circle,heavy
heavy_circle,4,66.81149363517761,172.63302612304688,circle,heavy
heavy_circle,5,66.74754118919373,172.52474975585938,circle,heavy
heavy_circle,6,66.665762424469,96.19432067871094,circle,heavy
heavy_circle,7,66.66424942016602,19.602130889892578,circle,heavy
heavy_circle,8,66.60664248466492,91.11571502685547,circle,heavy
heavy_circle,9,66.62593293190002,105.40950012207031,circle,heavy
heavy_circle,10,66.64302372932434,66.16891479492188,circle,heavy
heavy_circle,11,66.65665602684021,19.525625228881836,circle,heavy
heavy_circle,12,66.61615037918091,60.31858444213867,circle,heavy
heavy_circle,13,66.77586913108826,13.643823623657227,circle,heavy
heavy_circle,14,66.62075567245483,19.750391006469727,circle,heavy
heavy_circle,15,66.72373342514038,19.226486206054688,circle,heavy
heavy_circle,16,66.65278649330139,27.523876190185547,circle,heavy
heavy_circle,17,67.11607956886292,31.81837272644043,circle,heavy
heavy_circle,18,67.45140290260315,26.285846710205078,circle,heavy
heavy_circle,19,66.71460461616516,6.337560653686523,circle,heavy
heavy_circle,20,66.72190451622009,22.615663528442383,circle,heavy
heavy_circle,21,66.65573954582214,28.60626983642578,circle,heavy
heavy_circle,22,66.82762551307678,14.110108375549316,circle,heavy
heavy_circle,23,66.67966151237488,13.456356048583984,circle,heavy
heavy_circle,24,66.7089478969574,5.484920978546143,circle,heavy
heavy_circle,25,66.76057958602905,20.31838035583496,circle,heavy
heavy_circle,26,66.84960722923279,9.29824447631836,circle,heavy
heavy_circle,27,66.93876099586487,5.552133083343506,circle,heavy
heavy_circle,28,66.78158640861511,12.198708534240723,circle,heavy
heavy_circle,29,67.5213942527771,5.979281902313232,circle,heavy
heavy_circle,30,67.16159462928772,11.076469421386719,circle,heavy
heavy_circle,31,66.74543309211731,8.5667142868042,circle,heavy
heavy_circle,32,66.88422703742981,11.68496322631836,circle,heavy
heavy_circle,33,66.97450423240662,3.777897596359253,circle,heavy
heavy_circle,34,66.80878019332886,7.013718605041504,circle,heavy
heavy_circle,35,66.72628283500671,8.379701614379883,circle,heavy
heavy_circle,36,66.8560380935669,8.538835525512695,circle,heavy
heavy_circle,37,66.81880474090576,9.381267547607422,circle,heavy
heavy_circle,38,66.95231103897095,6.983791351318359,circle,heavy
heavy_circle,39,66.86691570281982,5.511779308319092,circle,heavy
heavy_circle,40,66.81518149375916,5.685083389282227,circle,heavy
heavy_circle,41,66.68802523612976,6.023798942565918,circle,heavy
heavy_multi_circle,1,73.79393339157104,181.51272583007812,multi-circle,heavy
heavy_multi_circle,2,67.49232935905457,185.12814331054688,multi-circle,heavy
heavy_multi_circle,3,67.45462489128113,175.03036499023438,multi-circle,heavy
heavy_multi_circle,4,67.25701975822449,184.40635681152344,multi-circle,heavy
heavy_multi_circle,5,67.02823448181152,176.94082641601562,multi-circle,heavy
heavy_multi_circle,6,67.18310713768005,153.2480926513672,multi-circle,heavy
heavy_multi_circle,7,67.18002605438232,154.96519470214844,multi-circle,heavy
heavy_multi_circle,8,67.40630602836609,42.2529182434082,multi-circle,heavy
heavy_multi_circle,9,67.33619284629822,176.09323120117188,multi-circle,heavy
heavy_multi_circle,10,67.15970945358276,175.80955505371094,multi-circle,heavy
heavy_multi_circle,11,66.99664425849915,138.7883758544922,multi-circle,heavy
heavy_multi_circle,12,67.3190770149231,24.258346557617188,multi-circle,heavy
heavy_multi_circle,13,67.03636527061462,173.20018005371094,multi-circle,heavy
heavy_multi_circle,14,67.3643057346344,51.52928924560547,multi-circle,heavy
heavy_multi_circle,15,67.35307335853577,70.4478759765625,multi-circle,heavy
heavy_multi_circle,16,66.99499487876892,179.56272888183594,multi-circle,heavy
heavy_multi_circle,17,66.89796495437622,10.780841827392578,multi-circle,heavy
heavy_multi_circle,18,67.06861925125122,12.55935287475586,multi-circle,heavy
heavy_multi_circle,19,67.11153602600098,70.60977172851562,multi-circle,heavy
heavy_multi_circle,20,67.25681209564209,2.4752039909362793,multi-circle,heavy
heavy_multi_circle,21,67.07836079597473,52.36020278930664,multi-circle,heavy
heavy_multi_circle,22,67.06818509101868,54.37147521972656,multi-circle,heavy
heavy_multi_circle,23,66.85561084747314,19.962570190429688,multi-circle,heavy
heavy_multi_circle,24,67.14112162590027,4.029822826385498,multi-circle,heavy
heavy_multi_circle,25,67.94602489471436,0.9389868974685669,multi-circle,heavy
heavy_multi_circle,26,67.21701383590698,2.3727571964263916,multi-circle,heavy
