model,epoch,time_s,lr,loss,val_loss,accuracy,val_accuracy,mae,val_mae,time_float_mae,val_time_float_mae,time_angle_vec_mae,val_time_angle_vec_mae,hour_head_accuracy,val_hour_head_accuracy,min_head_mae,val_min_head_mae,hour_head_loss,val_hour_head_loss,min_head_loss,val_min_head_loss,train_cse_mean,train_cse_median,train_cse_p90,train_acc_le_1m,train_acc_le_5m,train_acc_le_10m,val_cse_mean,val_cse_median,val_cse_p90,val_acc_le_1m,val_acc_le_5m,val_acc_le_10m
light__classifier_24bins,17,3.6704390048980713,0.0005000000237487257,2.8052215576171875,2.813838243484497,0.1071428582072258,0.10555555671453476,,,,,,,,,,,,,,,147.57437133789062,125.0,311.0,0.011428571428571429,0.04634920634920635,0.0853968253968254,149.06443786621094,129.0,311.0999755859375,0.008888888888888889,0.03944444444444444,0.07722222222222222
light__classifier_24bins,18,3.718862771987915,0.0005000000237487257,2.7906649112701416,2.7683112621307373,0.11103174835443497,0.12055555731058121,,,,,,,,,,,,,,,144.51626586914062,123.0,312.0,0.013253968253968254,0.05182539682539682,0.0996031746031746,146.74667358398438,125.0,306.0,0.010555555555555556,0.044444444444444446,0.08777777777777777
light__classifier_24bins,19,3.7167489528656006,0.0005000000237487257,2.77645206451416,2.765589475631714,0.11301587522029877,0.12333333492279053,,,,,,,,,,,,,,,148.44833374023438,127.0,313.0,0.012380952380952381,0.049761904761904764,0.09587301587301587,150.34222412109375,129.0,315.0,0.013333333333333334,0.04833333333333333,0.09111111111111111
light__classifier_24bins,20,3.736435651779175,0.0005000000237487257,2.763603925704956,2.7441325187683105,0.115079365670681,0.11944444477558136,,,,,,,,,,,,,,,143.58531188964844,123.0,306.0,0.013888888888888888,0.04658730158730159,0.09166666666666666,147.98666381835938,127.0,310.0999755859375,0.015,0.051666666666666666,0.09166666666666666
light__classifier_24bins,21,3.8487906455993652,0.0005000000237487257,2.7536051273345947,2.734218120574951,0.1207936480641365,0.13388888537883759,,,,,,,,,,,,,,,146.91055297851562,126.0,311.0,0.011904761904761904,0.05015873015873016,0.10007936507936507,144.0155487060547,124.0,304.0,0.011666666666666667,0.04722222222222222,0.095
light__classifier_24bins,22,3.8256139755249023,0.0005000000237487257,2.7455952167510986,2.716869354248047,0.11920634657144547,0.13055555522441864,,,,,,,,,,,,,,,142.42230224609375,122.0,311.0,0.012777777777777779,0.04849206349206349,0.09976190476190476,144.00999450683594,123.5,302.0999755859375,0.013888888888888888,0.049444444444444444,0.09555555555555556
light__classifier_24bins,23,3.7296783924102783,0.0005000000237487257,2.7338578701019287,2.739027976989746,0.12333333492279053,0.11555555462837219,,,,,,,,,,,,,,,143.57913208007812,123.0,311.0,0.013253968253968254,0.04888888888888889,0.0953968253968254,143.38555908203125,123.0,306.0,0.010555555555555556,0.042222222222222223,0.08388888888888889
light__classifier_24bins,24,3.6932454109191895,0.0005000000237487257,2.7228775024414062,2.6983842849731445,0.1282539665699005,0.12222222238779068,,,,,,,,,,,,,,,140.9418182373047,120.0,308.0,0.013888888888888888,0.05174603174603175,0.10373015873015873,147.0833282470703,126.0,308.0999755859375,0.015,0.051666666666666666,0.09277777777777778
light__classifier_24bins,25,3.6974637508392334,0.0005000000237487257,2.712585926055908,2.6991376876831055,0.12666666507720947,0.13777777552604675,,,,,,,,,,,,,,,141.22007751464844,120.0,306.0,0.013968253968253968,0.054285714285714284,0.10174603174603175,138.07000732421875,120.0,295.0,0.013888888888888888,0.056666666666666664,0.105
light__classifier_24bins,26,3.714630603790283,0.0005000000237487257,2.7004241943359375,2.701610803604126,0.1296825408935547,0.11999999731779099,,,,,,,,,,,,,,,139.68325805664062,117.0,306.0,0.015634920634920633,0.05746031746031746,0.10936507936507936,144.21665954589844,121.0,307.0999755859375,0.012777777777777779,0.050555555555555555,0.09277777777777778
light__classifier_24bins,27,3.702507734298706,0.0005000000237487257,2.694406509399414,2.6603243350982666,0.13214285671710968,0.13833333551883698,,,,,,,,,,,,,,,138.5480194091797,116.0,305.0,0.014523809523809524,0.05873015873015873,0.11722222222222223,142.46556091308594,121.0,309.0,0.017222222222222222,0.05444444444444444,0.10666666666666667
light__classifier_24bins,28,3.703497886657715,0.0005000000237487257,2.6759440898895264,2.664259672164917,0.13920634984970093,0.13555555045604706,,,,,,,,,,,,,,,138.4370574951172,116.0,304.0,0.016984126984126983,0.06222222222222222,0.11793650793650794,142.618896484375,121.0,304.0,0.016666666666666666,0.06444444444444444,0.11
light__classifier_24bins,29,3.7136011123657227,0.0005000000237487257,2.665100336074829,2.653104066848755,0.14023809134960175,0.1505555510520935,,,,,,,,,,,,,,,137.53341674804688,117.0,306.0,0.01507936507936508,0.059444444444444446,0.11928571428571429,138.913330078125,119.0,299.0,0.016666666666666666,0.05722222222222222,0.1111111111111111
light__classifier_24bins,30,3.6957149505615234,0.0005000000237487257,2.651812791824341,2.679004669189453,0.14476190507411957,0.13388888537883759,,,,,,,,,,,,,,,138.47293090820312,115.0,306.0,0.014444444444444444,0.056428571428571425,0.11214285714285714,144.6022186279297,119.0,315.0999755859375,0.017222222222222222,0.056666666666666664,0.10222222222222223
light__classifier_144bins,1,14.887738227844238,0.0010000000474974513,4.979260444641113,4.971222877502441,0.0065079363994300365,0.008333333767950535,,,,,,,,,,,,,,,180.75912475585938,181.5,324.5,0.0031746031746031746,0.014920634920634921,0.029126984126984126,174.16888427734375,168.5,320.5999755859375,0.0038888888888888888,0.013888888888888888,0.02666666666666667
light__classifier_144bins,2,6.6173834800720215,0.0010000000474974513,4.970385551452637,4.972209930419922,0.006190476007759571,0.008333333767950535,,,,,,,,,,,,,,,180.75912475585938,181.5,324.5,0.0031746031746031746,0.014920634920634921,0.029126984126984126,174.16888427734375,168.5,320.5999755859375,0.0038888888888888888,0.013888888888888888,0.02666666666666667
light__classifier_144bins,3,6.64133620262146,0.0010000000474974513,4.970128536224365,4.972862720489502,0.0057142856530845165,0.008333333767950535,,,,,,,,,,,,,,,180.75912475585938,181.5,324.5,0.0031746031746031746,0.014920634920634921,0.029126984126984126,174.16888427734375,168.5,320.5999755859375,0.0038888888888888888,0.013888888888888888,0.02666666666666667
light__classifier_144bins,4,6.457145690917969,0.0010000000474974513,4.971271514892578,4.974359035491943,0.0069047617726027966,0.003888888983055949,,,,,,,,,,,,,,,179.2642059326172,178.5,323.5,0.003253968253968254,0.015158730158730158,0.029365079365079365,185.83444213867188,190.5,323.5999755859375,0.0016666666666666668,0.0077777777777777776,0.01888888888888889
light__classifier_144bins,5,6.455159664154053,0.0005000000237487257,4.9701619148254395,4.973999500274658,0.0051587303169071674,0.008333333767950535,,,,,,,,,,,,,,,180.75912475585938,181.5,324.5,0.0031746031746031746,0.014920634920634921,0.029126984126984126,174.16888427734375,168.5,320.5999755859375,0.0038888888888888888,0.013888888888888888,0.02666666666666667
light__classifier_144bins,6,6.451884984970093,0.0005000000237487257,4.969198703765869,4.974279403686523,0.0065079363994300365,0.008333333767950535,,,,,,,,,,,,,,,180.75912475585938,181.5,324.5,0.0031746031746031746,0.014920634920634921,0.029126984126984126,174.16888427734375,168.5,320.5999755859375,0.0038888888888888888,0.013888888888888888,0.02666666666666667
light__classifier_144bins,7,6.4396889209747314,0.0005000000237487257,4.9690985679626465,4.974705219268799,0.0067460318095982075,0.008333333767950535,,,,,,,,,,,,,,,180.75912475585938,181.5,324.5,0.0031746031746031746,0.014920634920634921,0.029126984126984126,174.16888427734375,168.5,320.5999755859375,0.0038888888888888888,0.013888888888888888,0.02666666666666667
light__classifier_144bins,8,6.472999334335327,0.0005000000237487257,4.96913480758667,4.974845886230469,0.006666666828095913,0.004999999888241291,,,,,,,,,,,,,,,180.8154754638672,181.5,324.5,0.0030952380952380953,0.014920634920634921,0.028888888888888888,174.27833557128906,169.5,321.5,0.0011111111111111111,0.01,0.02388888888888889
light__classifier_144bins,9,6.420638084411621,0.0002500000118743628,4.969087600708008,4.975076675415039,0.0067460318095982075,0.008333333767950535,,,,,,,,,,,,,,,180.75912475585938,181.5,324.5,0.0031746031746031746,0.014920634920634921,0.029126984126984126,174.16888427734375,168.5,320.5999755859375,0.0038888888888888888,0.013888888888888888,0.02666666666666667
light__classifier_720bins,1,11.32445764541626,0.0010000000474974513,6.590535640716553,6.582653045654297,0.0004761904710903764,0.0011111111380159855,,,,,,,,,,,,,,,179.14952087402344,178.0,324.5,0.003253968253968254,0.013888888888888888,0.026825396825396825,185.68943786621094,190.5,320.5999755859375,0.0016666666666666668,0.013333333333333334,0.028888888888888888
light__classifier_720bins,2,6.607497453689575,0.0010000000474974513,6.579843521118164,6.585943698883057,0.0015079365111887455,0.0011111111380159855,,,,,,,,,,,,,,,179.14952087402344,178.0,324.5,0.003253968253968254,0.013888888888888888,0.026825396825396825,185.68943786621094,190.5,320.5999755859375,0.0016666666666666668,0.013333333333333334,0.028888888888888888
light__classifier_720bins,3,6.4337546825408936,0.0010000000474974513,6.5791215896606445,6.588551044464111,0.0013492063153535128,0.0005555555690079927,,,,,,,,,,,,,,,179.7133331298828,179.5,324.5,0.0031746031746031746,0.014206349206349207,0.028174603174603175,177.13278198242188,178.5,322.5,0.0016666666666666668,0.009444444444444445,0.026111111111111113
light__classifier_720bins,4,6.445338249206543,0.0010000000474974513,6.577844142913818,6.59138298034668,0.0010317460400983691,0.0,,,,,,,,,,,,,,,180.5239715576172,181.5,324.5,0.0033333333333333335,0.014206349206349207,0.026349206349206348,174.32110595703125,168.5,317.5999755859375,0.0011111111111111111,0.014444444444444444,0.03388888888888889
light__classifier_720bins,5,6.430372714996338,0.0005000000237487257,6.577134609222412,6.593183994293213,0.0011111111380159855,0.0005555555690079927,,,,,,,,,,,,,,,180.4807891845703,180.5,324.5,0.003015873015873016,0.013253968253968254,0.02738095238095238,174.3538818359375,169.5,318.5,0.0033333333333333335,0.018333333333333333,0.03333333333333333
light__classifier_720bins,6,6.463047027587891,0.0005000000237487257,6.575628757476807,6.595013618469238,0.0015873016091063619,0.0011111111380159855,,,,,,,,,,,,,,,179.32650756835938,178.5,323.5,0.003015873015873016,0.014126984126984127,0.02857142857142857,185.7927703857422,189.0,325.5,0.0033333333333333335,0.015,0.02666666666666667
light__classifier_720bins,7,6.461274862289429,0.0005000000237487257,6.575131893157959,6.597395896911621,0.0014285714132711291,0.0,,,,,,,,,,,,,,,181.10833740234375,181.5,323.5,0.0031746031746031746,0.01380952380952381,0.02753968253968254,174.4116668701172,172.5,321.5,0.0016666666666666668,0.011666666666666667,0.02666666666666667
light__classifier_720bins,8,6.437439441680908,0.0005000000237487257,6.575152397155762,6.598857879638672,0.0012698412174358964,0.0,,,,,,,,,,,,,,,180.5239715576172,181.5,324.5,0.0033333333333333335,0.014206349206349207,0.026349206349206348,174.32110595703125,168.5,317.5999755859375,0.0011111111111111111,0.014444444444444444,0.03388888888888889
light__classifier_720bins,9,6.4449567794799805,0.0002500000118743628,6.574714183807373,6.6008710861206055,0.0015873016091063619,0.0,,,,,,,,,,,,,,,181.10833740234375,181.5,323.5,0.0031746031746031746,0.01380952380952381,0.02753968253968254,174.4116668701172,172.5,321.5,0.0016666666666666668,0.011666666666666667,0.02666666666666667
light__regression,1,11.575817108154297,0.0010000000474974513,13.70573902130127,11.408330917358398,,,3.152109384536743,2.908790111541748,,,,,,,,,,,,,180.46029663085938,181.65573120117188,323.2146301269531,0.0026984126984126986,0.013412698412698413,0.028095238095238097,174.19558715820312,171.6432342529297,319.95343017578125,0.0038888888888888888,0.014444444444444444,0.02722222222222222
light__regression,2,6.554856538772583,0.0010000000474974513,12.824725151062012,11.652255058288574,,,3.0774354934692383,2.9306185245513916,,,,,,,,,,,,,180.64276123046875,180.97457885742188,324.160400390625,0.0033333333333333335,0.014365079365079365,0.028888888888888888,174.3533477783203,170.74008178710938,320.82794189453125,0.0022222222222222222,0.013333333333333334,0.025555555555555557
light__regression,3,6.4340832233428955,0.0010000000474974513,12.670796394348145,11.708670616149902,,,3.0595638751983643,2.934558153152466,,,,,,,,,,,,,180.67593383789062,180.76853942871094,324.4730529785156,0.003412698412698413,0.015714285714285715,0.03007936507936508,174.32070922851562,170.67771911621094,321.545166015625,0.0033333333333333335,0.012222222222222223,0.023333333333333334
light__regression,4,6.408703327178955,0.0010000000474974513,12.63034725189209,11.588417053222656,,,3.0609700679779053,2.9245846271514893,,,,,,,,,,,,,180.66937255859375,180.8376922607422,324.6847229003906,0.002380952380952381,0.015793650793650794,0.03111111111111111,174.27134704589844,171.25790405273438,319.7826843261719,0.0022222222222222222,0.013333333333333334,0.025
light__regression,5,6.37752628326416,0.0010000000474974513,12.50428581237793,11.39475154876709,,,3.0476315021514893,2.9086010456085205,,,,,,,,,,,,,180.63330078125,182.29486083984375,322.9185485839844,0.002142857142857143,0.01126984126984127,0.02396825396825397,174.1873321533203,170.5718994140625,319.76483154296875,0.0016666666666666668,0.011666666666666667,0.022222222222222223
light__regression,6,6.4446120262146,0.0010000000474974513,12.357704162597656,11.869400024414062,,,3.0300543308258057,2.945704460144043,,,,,,,,,,,,,180.86114501953125,180.6368408203125,323.51751708984375,0.003015873015873016,0.01380952380952381,0.026984126984126985,174.18222045898438,173.35475158691406,321.07086181640625,0.0016666666666666668,0.017777777777777778,0.02666666666666667
light__regression,7,6.389753580093384,0.0010000000474974513,12.254766464233398,11.265313148498535,,,3.023113489151001,2.8916523456573486,,,,,,,,,,,,,179.95022583007812,179.33595275878906,324.6398620605469,0.0025396825396825397,0.013650793650793651,0.02896825396825397,173.44677734375,168.0067138671875,321.4812927246094,0.0033333333333333335,0.013888888888888888,0.02666666666666667
light__regression,8,6.37418007850647,0.0010000000474974513,12.210803985595703,11.311442375183105,,,3.0198960304260254,2.8944897651672363,,,,,,,,,,,,,179.99510192871094,181.00428771972656,323.61798095703125,0.0019047619047619048,0.010555555555555556,0.02373015873015873,173.3580780029297,166.8555908203125,319.84698486328125,0.0022222222222222222,0.01,0.025555555555555557
light__regression,9,6.378982305526733,0.0010000000474974513,12.03283977508545,10.92611312866211,,,2.9855334758758545,2.8246641159057617,,,,,,,,,,,,,175.46075439453125,175.66160583496094,321.07666015625,0.0025396825396825397,0.010396825396825397,0.02365079365079365,168.94857788085938,162.0120849609375,319.1877136230469,0.0038888888888888888,0.013333333333333334,0.029444444444444443
light__regression,10,6.372198104858398,0.0010000000474974513,11.674692153930664,10.548324584960938,,,2.9161489009857178,2.7436516284942627,,,,,,,,,,,,,170.27496337890625,164.87586975097656,318.9535217285156,0.003412698412698413,0.01650793650793651,0.0326984126984127,163.7073974609375,156.19837951660156,313.8703918457031,0.006111111111111111,0.02,0.03666666666666667
light__regression,11,6.3867857456207275,0.0010000000474974513,11.600162506103516,10.495532989501953,,,2.887991189956665,2.7317066192626953,,,,,,,,,,,,,169.3717498779297,164.22821044921875,318.6714172363281,0.0029365079365079364,0.014761904761904763,0.031825396825396826,162.95361328125,155.3759307861328,313.03662109375,0.0033333333333333335,0.019444444444444445,0.034444444444444444
light__regression,12,6.501568078994751,0.0010000000474974513,11.448309898376465,10.387223243713379,,,2.860666036605835,2.718733072280884,,,,,,,,,,,,,168.37808227539062,163.0646209716797,318.7609558105469,0.003253968253968254,0.0173015873015873,0.03428571428571429,162.1765594482422,152.09593200683594,311.1327209472656,0.0038888888888888888,0.02,0.03611111111111111
light__regression,13,6.517326593399048,0.0010000000474974513,11.290287971496582,10.40657901763916,,,2.833456516265869,2.706437349319458,,,,,,,,,,,,,167.1907501220703,159.4080352783203,317.86578369140625,0.0037301587301587303,0.0176984126984127,0.03436507936507936,161.14451599121094,151.13929748535156,310.3735046386719,0.005,0.021666666666666667,0.042222222222222223
light__regression,14,6.35810399055481,0.0010000000474974513,11.171316146850586,10.081524848937988,,,2.805739641189575,2.6555182933807373,,,,,,,,,,,,,163.74847412109375,155.01931762695312,316.6898193359375,0.002777777777777778,0.017063492063492062,0.03531746031746032,158.0877227783203,145.32875061035156,306.901611328125,0.005,0.01611111111111111,0.03722222222222222
light__regression,15,6.332259893417358,0.0010000000474974513,11.115569114685059,10.090812683105469,,,2.7937607765197754,2.647153854370117,,,,,,,,,,,,,162.24586486816406,153.13897705078125,315.1275329589844,0.004126984126984127,0.020476190476190478,0.037698412698412696,156.75047302246094,143.83985900878906,307.2529296875,0.0038888888888888888,0.018333333333333333,0.03777777777777778
light__regression,16,6.356176376342773,0.0010000000474974513,10.902921676635742,9.99221420288086,,,2.755811929702759,2.6189823150634766,,,,,,,,,,,,,159.69520568847656,149.44618225097656,314.45477294921875,0.004365079365079365,0.020476190476190478,0.04055555555555555,154.93707275390625,143.791015625,309.3653869628906,0.0038888888888888888,0.019444444444444445,0.04055555555555555
light__regression,17,6.380364418029785,0.0010000000474974513,10.875240325927734,9.86041259765625,,,2.743860960006714,2.6085257530212402,,,,,,,,,,,,,159.78759765625,150.4428253173828,313.4603576660156,0.004206349206349207,0.01984126984126984,0.040317460317460314,154.78176879882812,141.95957946777344,303.61212158203125,0.0044444444444444444,0.021666666666666667,0.04833333333333333
light__regression,18,6.375503301620483,0.0010000000474974513,10.657983779907227,9.80098819732666,,,2.707298755645752,2.5880420207977295,,,,,,,,,,,,,157.6144256591797,146.01947021484375,313.6613464355469,0.003968253968253968,0.02238095238095238,0.04404761904761905,153.0089874267578,138.8479461669922,304.3656005859375,0.0038888888888888888,0.011111111111111112,0.03222222222222222
light__regression,19,6.379300594329834,0.0010000000474974513,10.648466110229492,9.679253578186035,,,2.695209264755249,2.5595638751983643,,,,,,,,,,,,,156.06021118164062,143.1231231689453,313.3800048828125,0.004523809523809524,0.022698412698412697,0.04365079365079365,151.48057556152344,137.02822875976562,305.4642639160156,0.0022222222222222222,0.01611111111111111,0.034444444444444444
light__regression,20,6.423160076141357,0.0010000000474974513,10.494632720947266,10.897062301635742,,,2.6683435440063477,2.738086462020874,,,,,,,,,,,,,162.74757385253906,153.39816284179688,316.6630554199219,0.003253968253968254,0.019206349206349206,0.038174603174603174,159.59780883789062,150.5727996826172,309.72784423828125,0.0044444444444444444,0.01611111111111111,0.03333333333333333
light__regression,21,6.408444166183472,0.0010000000474974513,10.431412696838379,9.56688404083252,,,2.6496965885162354,2.538971424102783,,,,,,,,,,,,,154.5196075439453,141.6075897216797,310.57562255859375,0.004920634920634921,0.023015873015873017,0.04404761904761905,150.5353546142578,135.7216033935547,306.7958984375,0.005,0.021666666666666667,0.042222222222222223
light__regression,22,6.369586229324341,0.0010000000474974513,10.22231674194336,9.467290878295898,,,2.611520528793335,2.5157546997070312,,,,,,,,,,,,,152.22496032714844,137.78955078125,308.41705322265625,0.004682539682539682,0.02277777777777778,0.044365079365079364,148.48468017578125,133.60667419433594,300.2385559082031,0.0033333333333333335,0.023333333333333334,0.04722222222222222
light__regression,23,6.380043029785156,0.0010000000474974513,10.148229598999023,9.426283836364746,,,2.597551107406616,2.4831206798553467,,,,,,,,,,,,,149.51341247558594,133.88348388671875,309.16046142578125,0.0044444444444444444,0.026349206349206348,0.051904761904761905,146.47035217285156,127.4228515625,306.13201904296875,0.0077777777777777776,0.02388888888888889,0.055
light__regression,24,6.430540323257446,0.0010000000474974513,10.025525093078613,9.477137565612793,,,2.579955577850342,2.509772777557373,,,,,,,,,,,,,149.78189086914062,134.19842529296875,306.6541442871094,0.003650793650793651,0.022698412698412697,0.04317460317460318,147.21559143066406,132.1243896484375,300.2470397949219,0.0033333333333333335,0.022222222222222223,0.03888888888888889
light__regression,25,6.385127067565918,0.0010000000474974513,9.914039611816406,9.223398208618164,,,2.557939052581787,2.4517757892608643,,,,,,,,,,,,,146.0993194580078,127.98854064941406,305.1846008300781,0.005634920634920635,0.025952380952380952,0.051587301587301584,143.80079650878906,125.87381744384766,297.2861328125,0.0033333333333333335,0.02388888888888889,0.04
light__regression,26,6.386746644973755,0.0010000000474974513,9.803706169128418,9.327905654907227,,,2.5412042140960693,2.4519829750061035,,,,,,,,,,,,,146.4111785888672,129.09628295898438,306.54156494140625,0.004365079365079365,0.024444444444444446,0.050317460317460316,143.8762969970703,126.81838989257812,305.4749755859375,0.0044444444444444444,0.026111111111111113,0.04888888888888889
light__regression,27,6.391527891159058,0.0010000000474974513,9.811773300170898,9.663429260253906,,,2.5340616703033447,2.5365023612976074,,,,,,,,,,,,,151.390869140625,136.00831604003906,307.4905700683594,0.004206349206349207,0.023174603174603174,0.04666666666666667,149.01011657714844,134.39059448242188,302.6492919921875,0.0038888888888888888,0.019444444444444445,0.04388888888888889
light__regression,28,6.39056134223938,0.0010000000474974513,9.675372123718262,9.648199081420898,,,2.517972230911255,2.5423214435577393,,,,,,,,,,,,,151.05584716796875,134.45382690429688,307.4316101074219,0.0038095238095238095,0.019920634920634922,0.039603174603174605,149.13998413085938,132.81504821777344,302.799072265625,0.006666666666666667,0.025555555555555557,0.04777777777777778
light__regression,29,6.523493528366089,0.0010000000474974513,9.521703720092773,8.968619346618652,,,2.4911246299743652,2.3774478435516357,,,,,,,,,,,,,139.53514099121094,116.54552459716797,301.1852111816406,0.004761904761904762,0.02349206349206349,0.05047619047619047,138.37533569335938,115.77543640136719,299.7337646484375,0.0044444444444444444,0.021111111111111112,0.04111111111111111
light__regression,30,6.539195537567139,0.0010000000474974513,9.417755126953125,9.05259895324707,,,2.4658567905426025,2.3882598876953125,,,,,,,,,,,,,140.14785766601562,118.39869689941406,298.78887939453125,0.004523809523809524,0.023571428571428573,0.047857142857142855,138.7207794189453,118.26725769042969,293.1154479980469,0.002777777777777778,0.02277777777777778,0.04777777777777778
light__circle,1,10.607950687408447,0.0010000000474974513,0.5116567611694336,0.5005925297737122,,,0.6406013369560242,0.6380870342254639,,,,,,,,,,,,,179.4746856689453,179.13783264160156,322.90130615234375,0.002777777777777778,0.011587301587301587,0.026825396825396825,185.3115692138672,190.35928344726562,328.1391296386719,0.0011111111111111111,0.013888888888888888,0.02722222222222222
